3456	5184
1511	13041
1401	6154
3589	5564
1747	12058
3395	4711
921	5549
3281	14323
2772	7892
1330	9443
607	11642
58	5424
13	14426
500	6823
1200	8920
770	7182
1640	3888
982	5096
299	6294
3288	9719
1653	5334
991	14527
281	10586
3252	5199
1856	11740
1135	8556
2717	12563
3203	4268
3494	4707
2781	11189
3517	10852
1517	8367
1937	9933
3168	13768
3041	10325
2834	7404
382	4355
665	12936
2045	4298
3495	4244
483	9327
504	14817
875	13312
2443	9264
470	12634
653	11076
1131	11125
2429	14852
3526	10969
188	10185
134	10576
61	6222
441	12765
727	8918
3078	5080
416	8869
2095	11494
2832	12142
2281	6007
3502	10830
1793	8951
2260	13135
2078	3720
803	8157
3300	12917
3420	9566
2492	4892
3209	14823
3188	9964
2144	10820
1025	10473
3581	13255
1506	7793
380	12709
3348	4815
842	5959
2611	13988
307	14989
453	14458
256	9747
1034	14528
505	11642
2586	11842
1685	4282
1612	8766
3419	8172
2908	11540
2099	14633
420	8582
310	12364
1326	9896
60	5055
1157	10624
1882	11242
302	7478
1682	14355
3712	6410
2648	3779
2788	9630
344	12841
2456	14823
665	12094
2575	8772
1022	7938
799	13473
3617	14531
3152	4871
263	5336
124	5705
131	6514
188	6438
3617	9996
2414	5833
303	6553
2128	4385
1142	4072
2325	14205
1349	5979
1836	12388
1439	7880
731	12634
3712	4244
2402	12720
3180	4610
2240	4775
296	9889
348	11430
1560	7481
3618	12936
240	12077
1423	5896
2300	9370
2459	5445
1557	5235
1106	4172
1544	14387
1541	8674
2111	12326
1208	14337
2523	3735
2439	14377
4	4754
2030	8643
281	4433
2428	9465
286	6642
240	11258
3350	12755
671	10822
3580	12866
2712	7212
3254	5071
1968	4057
366	7474
3712	7577
923	12406
859	10435
3381	3918
2185	11257
910	14225
3674	10205
2965	4974
2416	8627
2685	12915
448	8235
911	11121
3329	4966
3355	10852
1935	6424
1519	5264
1852	5377
3230	12426
3036	9735
1910	10116
3440	14234
18	5542
734	14927
3159	11511
1681	10737
240	13371
2520	6371
126	4045
2010	12552
2268	10705
2389	11172
1282	10750
1486	12057
3020	4073
2663	7069
3607	14014
708	4556
3152	5534
3591	5651
1958	11690
2235	10504
1670	7574
374	5078
964	9584
296	9500
1743	10071
1203	4216
2329	14770
398	7481
1077	5386
990	7543
3117	8311
2006	5939
1895	11621
1967	14263
2662	11315
2091	5280
3145	8856
2706	6026
2782	10473
1163	4152
902	6547
982	10796
441	4310
1728	5970
365	6389
1286	6115
1350	11157
2353	10787
2086	3724
1843	9309
2420	10062
2253	5727
1342	5274
3131	9115
2615	5906
375	4453
518	10998
2910	7478
3232	6745
3641	8778
2251	6548
2596	8788
2726	9862
2522	5281
603	6717
971	6382
3550	11172
1405	11185
1973	4820
2200	12073
1083	9422
1469	14138
229	13803
6	14561
2530	7120
2569	14231
3376	11326
3695	5220
1864	7064
2157	13821
1003	5608
2865	6072
1673	12604
658	5596
2798	14207
2343	12685
1246	10208
1070	10773
2646	5398
2814	4249
2001	9606
1444	12289
1407	4669
709	13571
1023	8020
1760	6186
2176	10852
1075	11344
3244	7127
1710	14996
1143	12861
2432	7459
3675	10752
2506	7375
2111	9934
3427	5974
910	13500
379	8850
910	7199
2453	5605
2370	9631
1734	11467
1351	10871
1117	10972
2939	12833
2523	5365
1917	6728
1940	5259
259	13676
972	13645
1592	10929
187	11582
1184	11597
2717	6349
2870	7909
1863	9718
1972	8998
3105	7362
2414	9828
3418	12368
944	8867
1082	6705
1772	12572
3518	3735
905	11489
1523	12681
1757	6310
1649	4799
3614	4455
591	4974
2372	7543
3281	7260
1934	11091
2939	4808
3613	5505
473	12088
119	14029
2637	6135
1589	6016
3238	5656
3603	10993
2225	11648
1376	5027
2	4772
3271	7273
3716	9712
2387	4162
1416	11658
14	11300
3372	3910
1283	6627
2725	10791
1285	5120
696	9642
156	12873
2434	3744
3144	5833
3234	12800
3396	5495
159	7169
1208	9992
964	7844
3064	3977
2416	14019
1980	12733
1106	4162
143	8711
2677	7788
1071	6256
2928	7728
1131	12842
687	5534
3548	12903
3225	6065
994	10912
1456	4072
2194	5071
2548	13961
2842	5544
3249	8917
54	4626
60	3848
200	5105
1117	5713
188	11225
1998	13753
838	10466
2469	11937
3318	9624
313	8555
2344	11258
2814	7196
1922	5876
1446	4894
487	7016
2789	12189
1597	11423
3328	10236
1071	4288
1054	11590
821	13534
1460	3933
335	4066
3684	14996
714	8887
633	4288
2393	7564
417	9570
2357	12174
824	4741
3143	5674
2241	6025
3002	9446
3313	7924
1515	12691
2772	8970
2377	5854
1723	13618
2273	13690
751	6420
1152	10713
3169	10439
2713	13279
3383	10866
2023	5723
1303	13131
270	12640
3467	8730
1042	6850
2030	10284
1435	8863
3688	6739
1757	14047
608	14795
1376	11041
997	3956
1760	10820
1915	13408
88	13825
497	14698
664	11916
2047	6093
1276	13155
2593	12488
764	12451
2397	14495
3366	9709
2360	12833
2361	5883
793	9488
