3047	3013
1595	3319
463	3681
932	3664
929	6189
1897	2855
1370	2031
3680	6224
1489	1677
59	4387
668	8360
1660	2960
2538	4459
687	11200
96	5150
2760	8073
904	11145
3371	5136
778	6139
2523	1131
1660	8047
173	7898
1038	10698
2814	8492
840	8157
3402	2723
3701	4635
2492	9590
1922	2190
2916	6897
2788	11103
1483	3842
3575	8496
110	9974
3346	9220
1916	6065
2244	8303
2070	7658
567	890
2444	10659
1085	11017
2463	7747
637	898
3081	6262
443	4860
681	6833
858	2524
2904	2190
1182	5686
959	11033
3324	5632
888	9974
884	6130
2047	9060
3142	4956
2214	4860
919	3336
3139	11033
767	1915
687	1822
684	1340
671	3976
1637	4271
1447	10462
1042	6205
3047	10993
1450	4070
882	4754
470	8994
2753	9394
1390	2727
1106	8164
228	2435
2254	5027
2643	7982
3278	4031
3380	4878
2361	219
637	9902
1513	5399
3285	8691
2426	6806
2839	8865
2725	9301
2513	4658
1040	4026
2016	4685
2627	397
2195	11283
882	6146
1348	10913
3712	11050
84	2286
2951	7206
3228	9114
976	10230
2055	8170
2230	237
1144	205
3567	9091
3662	7323
1323	998
483	4688
434	10356
1764	10163
521	11232
2637	6807
2916	4845
3446	6013
1595	4903
1720	3840
2762	3240
1475	2363
1369	3097
771	8929
2594	3270
1901	8577
1876	5618
3183	6447
2086	5136
3131	2939
213	1789
1394	7270
3248	593
2527	5096
2860	4651
313	2086
2809	3240
2248	514
3414	1749
131	5601
1719	3008
629	9309
1540	8738
1876	1013
708	5474
411	4330
3051	5136
1659	2598
889	8315
1925	9528
1876	7132
2315	6438
243	6269
1208	1253
2028	4530
1131	9192
2214	8779
2143	4715
897	1807
317	3134
1627	180
2805	8877
2400	5455
533	854
1710	10668
2540	3734
680	508
1071	9692
3240	5831
1747	3456
715	3604
1162	7922
3713	1391
2649	5147
2586	8562
1956	722
1380	1443
1344	1153
3693	7461
380	4788
2040	6282
1244	9079
2855	5720
701	9206
3618	2833
3259	1166
3249	9647
3187	1669
595	9688
3317	3856
2758	10046
1467	7817
3128	1905
3110	68
889	5764
2609	5809
2828	1358
1440	4727
1233	9707
1375	2114
1303	5828
2564	2506
2608	7132
603	5365
3104	4896
2019	4668
3113	8315
2777	11256
3429	520
342	4992
2271	5720
3192	2651
1469	3983
645	2565
1324	5962
569	7705
3554	2700
928	5992
59	11210
205	7057
3317	6197
2673	10212
3152	5612
1634	8779
2125	10347
2876	7970
1991	6426
917	9329
1192	3182
2706	2360
1182	9038
1015	7174
2362	2729
3421	11249
1901	4190
2095	9471
3555	3828
467	7306
3657	4140
1074	8542
2777	4547
3039	2371
2268	4069
687	3715
215	7192
1170	6899
1976	3942
1712	10520
3323	4930
653	1142
2951	8377
970	8833
544	7696
1931	324
3716	6180
443	3905
2114	9415
2517	3987
2578	5975
1101	5562
3590	11251
1713	5382
1622	5310
1463	975
3669	7132
2758	7416
2254	8087
3540	3128
823	3594
1953	6656
1415	3536
2760	3786
449	6045
2331	480
1433	7032
1477	4073
3362	7803
2816	4320
129	7635
802	3782
993	182
2648	7685
1249	1784
513	9401
1622	1929
3168	3511
3512	3240
1622	5059
1062	9236
2669	7210
3666	1637
738	8914
1013	2360
1402	1113
1188	1376
170	2678
1660	3675
687	4591
221	6471
2626	11236
1916	1033
836	9524
2249	1391
3241	9825
101	4325
2338	6337
1269	9273
1994	3269
1854	5060
3277	487
1567	10968
2582	9998
1773	10505
2656	2814
2028	10174
2869	667
911	1322
1742	2371
53	11056
1568	3564
418	3115
2711	9216
443	5337
3119	344
1680	9000
1754	7131
148	5039
1091	2442
3716	6139
600	7606
1976	5136
3334	4477
847	9572
1366	7944
354	9670
2274	11145
2839	1117
1544	1433
2383	9466
3137	8274
579	10250
3279	168
2451	2817
3324	6374
3639	5406
2589	4604
2655	8304
1385	7270
3532	4969
942	11010
2621	3469
626	747
3300	6428
2631	5479
2704	6571
2655	1097
2215	9244
57	3055
1461	3504
1539	1956
739	6755
708	7741
3203	670
3183	79
2355	2214
2158	2097
554	4956
3147	10932
3497	4879
728	9068
2169	8263
1895	5781
1133	3786
1232	8932
926	6789
2883	3699
656	9503
2912	1238
2789	10010
2897	2154
3426	6602
1069	10490
3680	9624
1247	2358
385	9845
352	3040
1754	4890
2538	1308
1224	800
2258	2250
579	510
3472	6970
2352	7751
3518	1627
63	11103
610	5573
2926	7941
51	9270
122	8920
1145	3262
3376	10728
406	5377
3561	9618
3176	5202
389	1199
2438	1851
131	5364
1625	6139
246	580
941	1772
1635	1203
283	6393
115	4269
2270	6739
1323	10954
1805	6206
2027	7960
3388	7372
907	2326
2322	5552
1142	3969
1326	9579
3428	9689
2613	8058
2912	7181
1097	10698
747	4032
3002	1035
1111	280
375	5488
3125	3199
2524	7601
3312	4381
3684	10076
316	4219
2857	3843
2152	3987
236	940
1422	6917
1069	4903
392	7100
2972	668
619	9183
2226	9394
2549	6280
779	1335
2882	9819
1564	1491
551	2475
69	10104
1925	7589
1586	3447
1505	688
1909	9590
3285	3511
3126	8268
2023	7307
2023	7866
1519	2193
2394	3360
1716	1239
1259	3405
463	9647
2764	7561
1483	4984
2167	7636
2500	8482
1969	266
2372	815
328	8914
3235	9647
882	5536
49	10095
2122	5755
1827	7088
2429	7303
2268	8831
3477	8852
12	5376
2926	4956
2926	2464
3148	7361
338	5940
3562	10913
427	9920
969	5720
1622	9935
735	4528
1908	3805
1476	334
2444	2929
1188	8276
357	9687
2394	10826
803	5682
387	1207
2050	9394
480	7995
1331	11173
530	9859
2545	7542
2832	7646
3297	11226
1961	4172
1734	7601
2342	979
1479	6045
1104	3050
2897	7188
1501	7134
289	6378
40	1333
2581	975
2629	7536
2148	558
2659	9612
57	5824
1110	367
2708	1402
3471	5877
3593	1418
230	4901
3303	9902
1581	1961
2373	4648
2629	1951
1130	3990
159	1194
1595	6091
64	4623
2475	2216
698	1609
2465	7908
3200	1529
3075	5705
2592	8640
2834	3336
2868	3618
3300	3852
3213	1543
3471	6361
3649	1915
1631	1655
2176	7694
2700	10311
3015	2581
907	8610
1142	7131
2157	11
821	7026
318	5278
1208	379
1619	5556
201	7440
607	855
2389	3813
2832	565
2474	3611
731	11092
483	3988
386	3272
1723	8209
1728	4219
1571	4591
2907	1418
3192	5745
3515	4582
3081	9665
2297	3860
3142	9519
428	5022
567	7831
472	1832
619	4471
2463	9450
1121	2111
1851	8428
1890	5585
971	5737
2226	7132
2314	4123
2212	2176
2863	2814
15	10485
2061	2239
2434	9456
2909	4204
3420	9125
795	507
2709	4109
703	6819
347	2308
3350	10141
416	3183
170	5059
982	2672
712	2238
2926	6866
2868	1679
2968	913
2117	3761
687	3187
2020	6865
227	558
667	10328
2016	2950
2246	4861
401	11126
493	590
2144	7696
2707	10621
411	6530
1369	3560
1544	5427
866	4238
18	7281
2882	6686
626	10864
629	5910
1056	443
2952	3893
538	4204
249	3642
440	6822
405	3477
965	10585
1419	3966
708	8471
38	6435
2929	5887
2792	78
2772	8088
3346	5585
114	8374
155	4204
3391	4530
1023	11069
1035	10823
2123	2437
944	5365
2176	3760
1818	1524
580	4369
1758	7559
2882	5413
2657	9487
580	182
2655	6769
1987	2501
2606	2412
1249	5136
374	2441
3076	6026
2563	3055
1424	11065
1437	4515
1800	8550
2760	245
1530	4956
2700	6594
1845	10890
660	4730
313	2371
126	4591
3334	10659
2088	11228
3089	8166
1883	3543
1837	7035
3302	2248
2023	7749
583	7144
3277	6934
135	171
1877	6492
3545	6361
2294	936
2481	3699
2021	10753
2988	8909
2028	1783
1769	5019
2281	10989
2178	9699
136	11081
2168	10883
1669	7088
281	6021
1986	5258
2993	727
126	1409
2325	1531
2595	3974
3678	10696
2033	9414
339	9178
2803	4956
3121	11264
3088	2055
1229	5188
794	4445
1041	3466
3138	693
2096	7741
2016	7880
3180	10504
1794	8122
1421	1735
758	6284
2842	1306
2908	10772
2892	9257
2656	1529
1299	2932
2011	9491
1696	2250
927	3817
2416	8436
3121	4894
282	2250
3678	879
3713	6199
3035	2125
2377	9113
2314	6780
63	7992
2907	7910
2382	9394
1096	8053
1521	8035
710	1026
376	4958
2146	509
852	4419
2268	6726
2510	7944
3716	3040
3382	1451
2091	3976
620	9076
558	4640
720	5026
654	1808
2891	8047
875	4712
1976	3409
2008	8703
2842	3292
2841	9399
3423	5737
2537	765
2224	6130
1811	7132
1800	6026
610	1467
2136	3186
24	10362
1059	9229
2571	9889
1402	2623
298	3330
2062	4971
1434	6084
923	293
2023	6476
105	7744
1202	3559
2888	6363
2034	8997
2027	10354
1236	2222
1171	7088
463	1410
565	465
127	4247
2144	9655
2030	7630
2589	7491
2656	10328
2426	10101
687	6520
483	7949
1895	6971
3152	6277
1967	3646
2991	931
1898	5742
3518	6102
212	8874
222	10044
1793	10992
3147	168
282	6045
2187	3427
732	1164
781	1597
551	5475
3207	1812
3628	10926
714	8087
3248	9313
2193	5476
3632	291
159	11019
2267	112
1063	7129
1303	4430
1818	3084
2703	250
3183	5575
805	10940
3662	9565
2700	8405
11	7380
3271	5232
1866	3795
1007	5295
1489	10527
330	11103
3116	3309
3648	6991
259	10146
3546	4069
3430	9868
348	423
2380	8209
60	2565
2269	985
470	26
826	7559
2925	4146
751	2704
2144	530
3350	7859
476	2427
1825	5977
1408	11221
1173	68
2341	9273
3151	4746
2094	9505
339	7405
1195	8217
3576	9843
911	9518
3576	5914
1222	11048
2113	4711
1393	750
1026	10140
1825	3770
1242	9036
2256	5307
849	7416
2799	1041
716	11103
1461	6864
2646	5301
2444	1172
3178	5992
3648	1445
1261	9987
227	9796
794	8595
2356	6808
3608	2831
2630	6502
3693	3353
1517	3822
46	9100
120	9600
3165	7033
1643	4746
2902	7510
2357	1443
3381	4179
2996	2823
2361	1218
2811	3825
714	10541
3684	5419
3643	1776
1482	4636
1307	8355
2569	2169
1376	966
1398	4184
1755	9831
1961	6519
1008	7646
3550	10378
427	9380
2625	2243
3194	1808
2672	3427
3600	4822
3172	4172
2052	3033
2258	10337
3542	9725
3563	11119
2612	11062
96	9250
899	8097
2023	602
1658	5906
1629	679
872	2711
1057	2830
2539	4633
1627	1479
3044	3470
1836	7305
30	8884
1023	7351
2468	3541
2988	1607
3518	7165
1792	5886
1228	7132
1155	391
558	7745
391	6723
504	5806
3463	6027
2122	6341
1061	9849
1911	10558
2965	4306
233	3726
3172	9189
3004	9954
1682	588
3414	2606
1944	7463
699	4393
57	4743
3662	2629
816	10042
2507	2132
487	6384
1108	7549
3429	8856
2436	2139
1838	2823
60	5125
3690	5603
1524	8220
1886	5046
1611	3427
3660	2595
1437	9681
2965	3439
3162	2352
2665	1051
1155	10091
2770	8877
1146	8819
1745	1236
2416	8438
2535	9247
887	8771
2294	8765
1800	4883
3482	10855
3159	5378
3104	2250
606	2763
2116	8038
261	4279
81	9959
2122	11247
443	1875
2265	1187
3288	4102
2943	8715
2212	2876
3100	8455
1303	1836
1837	11134
3064	3629
1971	2496
1975	6399
296	3208
2063	5947
2767	3450
878	6554
2893	3606
2600	10377
2964	1359
1876	4452
1880	9717
2581	10694
3638	6854
674	3240
2934	7132
1165	2435
1608	5614
345	8865
3066	10209
1693	2352
714	10591
3172	2814
2022	10936
254	8893
1343	6364
388	3013
2863	10328
3531	9166
1012	5788
765	6171
1067	2466
2712	7695
2152	8960
2067	5427
617	701
2219	10276
2449	9018
2483	11133
2798	5046
569	8048
621	2737
641	1182
3488	1742
2442	11103
1913	6019
1028	1437
479	10775
1542	2335
804	2937
3471	8613
1292	9054
2204	4738
1304	5737
2023	1717
840	3568
3701	3220
1182	6725
2239	5618
3487	6627
1527	121
1369	6364
54	10311
327	4169
3628	2362
1518	9455
248	59
610	7332
1428	618
2434	10916
827	652
1313	6435
2912	9054
3590	9055
1838	180
563	784
1286	7823
938	4562
2687	1625
1578	6705
237	1675
2569	5136
1436	10760
1853	1121
3422	2322
131	11103
2534	59
3169	7960
2176	8277
463	3761
2788	3594
3094	9535
3490	9429
1407	4725
1077	2327
2036	9699
131	11252
155	9736
106	2979
2122	3092
119	6112
1635	4032
907	5667
1898	7897
900	5579
132	3364
71	6378
721	6537
3003	4740
3118	8109
824	4146
3641	4612
1300	6357
1571	3122
3092	7710
480	3818
3633	7509
740	284
411	2431
2581	1699
971	3686
2205	4350
158	6935
3615	4192
1236	9579
1790	7104
1544	6537
1643	5216
2882	5268
2280	6865
1195	9102
3138	7827
2441	8111
694	8877
2938	3684
575	2577
1316	8083
2100	10694
906	1768
1685	1376
322	420
536	5118
3459	10978
318	1426
2767	4108
1540	4246
1031	5594
1108	4172
2914	7584
3611	2420
2172	4787
1436	7088
2197	2240
2323	2490
2776	6425
2261	4890
687	1854
2926	1004
2293	490
2206	954
3713	2044
492	3330
631	8083
3002	10268
346	342
67	8199
663	6367
1435	4903
2289	2435
3062	4405
714	9296
409	6364
1159	9581
2281	5292
170	10299
1477	6703
1685	8048
2904	3028
3496	2175
1663	168
2461	10032
704	5645
223	7033
2108	8209
2983	8782
274	423
1226	7088
102	5004
976	7490
1990	9037
721	4782
2834	11264
2872	5843
3523	8641
2706	3630
1310	1051
3240	11244
1957	2682
2671	10356
382	3654
2759	9855
3172	11235
537	6564
1245	5467
2480	5355
1060	8658
2357	11122
1191	6505
571	8329
408	3481
1617	226
2023	5177
1695	5573
3300	324
3129	144
1182	10761
3172	2823
3219	10783
592	1376
3368	1311
2326	4658
3143	2327
2128	8004
152	110
313	8018
181	992
1240	2352
708	10676
1137	1643
1442	3914
1036	6008
2709	8877
3051	3013
416	10543
1837	9216
2338	4162
2389	2041
1544	1362
528	2026
1775	4057
2963	5020
2971	3630
2856	4353
282	4713
1533	7665
804	4034
2645	6363
3383	3492
1920	9936
3137	850
1519	7039
2274	6578
3065	5947
714	10922
2704	10480
1793	1707
2197	6354
1798	9614
984	677
1042	9942
2740	11122
727	11200
2063	4911
3665	10447
2402	4747
1550	3377
2507	1906
3718	9013
2098	12
1522	9466
426	7539
1501	9408
855	1557
2017	1839
3685	3040
883	1458
918	662
2485	7458
1247	3646
262	7630
3224	574
2076	2601
1845	5951
1989	2529
2322	190
761	6834
1671	5655
318	10753
742	8304
1678	7748
493	379
2053	8648
2666	1967
1359	10983
330	1967
2992	3595
2268	3253
3375	1975
3003	3670
1179	4119
1597	974
1837	10083
500	1343
3175	8042
3181	736
530	6326
1932	5547
1452	273
2330	7131
446	9780
2805	4714
642	7405
1208	5242
596	8469
967	4515
2906	10611
819	558
783	1342
93	5301
2645	6823
505	2788
853	5436
1544	3646
1107	6855
3705	7399
1160	4337
2412	841
555	1563
2839	522
2783	9517
2816	7748
3461	10065
3300	10933
3203	616
1068	11103
144	3253
3326	1603
3615	3629
1500	9975
2268	5879
1103	887
807	10114
984	9226
3622	5463
1112	3483
3284	8470
1715	2624
2348	6601
1147	5787
1651	6042
1841	2669
1541	10301
207	6412
1686	8090
1902	5059
3607	4903
173	7714
3585	9828
2372	2780
687	9281
2416	5842
1577	1625
1244	8540
3283	3179
1911	6688
1607	2109
375	4705
1407	2597
2283	1146
3135	4069
3454	9637
57	8700
911	1952
2714	11174
218	4301
1339	1423
173	8087
2377	656
2708	6451
184	219
3563	8746
2532	7486
6	4913
2836	11103
3475	5261
1565	3476
680	3075
1128	7914
911	7507
1868	3954
2895	5554
1669	6209
1758	10101
1838	966
2731	2002
